Pokemon,Score,Dex,Type 1,Type 2,Attack,Defense,Stamina,Stat Product,Level,CP,Fast Move,Charged Move 1,Charged Move 2,Charged Move 1 Count,Charged Move 2 Count,Buddy Distance,Charged Move Cost
Sealeo (Shadow),100,364,ice,water,109,112.8,168,2065168,36,1500,Powder Snow,Surf,Body Slam,6,5,3,50000
Primeape,98.6,57,fighting,none,138.7,100.1,116,1611459,24,1498,Karate Chop,Rage Fist,Close Combat,4,5,3,50000
Feraligatr (Shadow),98.3,160,water,none,123.9,117.4,125,1817697,19.5,1500,Shadow Claw,Hydro Cannon,Ice Beam,5,7,3,10000
Sealeo,97,364,ice,water,109,112.8,168,2065168,36,1500,Powder Snow,Surf,Body Slam,6,5,3,50000
Corviknight,96.7,823,flying,steel,107,130.7,150,2097411,23,1500,Sand Attack,Air Cutter,Payback,9,15,1,10000
Samurott (Shadow),96.5,503,water,none,128,100.9,136,1756037,19.5,1500,Fury Cutter,Hydro Cannon,Megahorn,10,14,3,10000
Samurott,96.3,503,water,none,128,100.9,136,1756037,19.5,1500,Fury Cutter,Hydro Cannon,Megahorn,10,14,3,10000
Crustle,96.2,558,bug,rock,120.3,134.7,115,1863686,22,1499,Fury Cutter,X-Scissor,Rock Wrecker,10,13,1,10000
Dewott (Shadow),96,502,water,none,124.1,99.8,146,1808108,35,1499,Fury Cutter,Aqua Tail,X-Scissor,9,10,3,10000
Primeape (Shadow),95.9,57,fighting,none,138.7,100.1,116,1611459,24,1498,Karate Chop,Rage Fist,Ice Punch,4,5,3,50000
Golisopod,95.7,768,bug,water,124.1,134.7,108,1804489,17.5,1499,Fury Cutter,X-Scissor,Aqua Jet,10,10,1,10000
Empoleon,95.4,395,water,steel,125.2,117,122,1787543,19,1497,Metal Sound,Hydro Cannon,Drill Peck,5,5,3,10000
Turtonator,95.4,776,fire,dragon,113.5,153.6,113,1971162,25,1499,Incinerate,Brutal Swing,Dragon Claw,2,3,5,75000
Dragonair (Shadow),94.7,148,dragon,none,125.2,112.5,127,1788369,33,1499,Dragon Breath,Wrap,Aqua Tail,12,9,5,75000
Drapion (Shadow),94.5,452,poison,dark,117.9,136.9,118,1903472,22.5,1500,Poison Sting,Crunch,Aqua Tail,5,4,5,75000
Lickilicky,94.5,463,normal,none,105.7,125.6,160,2123761,23,1499,Rollout,Body Slam,Shadow Ball,3,4,3,50000
Hippowdon (Shadow),93.9,450,ground,none,116.2,116.8,142,1926191,18,1500,Sand Attack,Weather Ball (Rock),Scorching Sands,9,13,3,50000
Diggersby (Shadow),93.6,660,normal,ground,95.7,140.3,174,2337114,47,1499,Quick Attack,Scorching Sands,Fire Punch,7,5,1,10000
Drapion,93.6,452,poison,dark,117.9,136.9,118,1903472,22.5,1500,Poison Sting,Crunch,Aqua Tail,5,4,5,75000
Sableye (Shadow),93.6,302,dark,ghost,119.7,124.6,125,1864140,47,1496,Shadow Claw,Foul Play,Power Gem,5,7,5,75000
Fearow,93.4,22,normal,flying,131.5,104.6,124,1705662,28,1500,Peck,Drill Peck,Drill Run,5,6,1,10000
Sableye,93.4,302,dark,ghost,119.7,124.6,125,1864140,47,1496,Shadow Claw,Foul Play,Power Gem,5,7,5,75000
Walrein (Shadow),93.4,365,ice,water,112.5,114.9,154,1990879,20.5,1500,Powder Snow,Icicle Spear,Earthquake,5,9,3,50000
Walrein,93.2,365,ice,water,112.5,114.9,154,1990879,20.5,1500,Powder Snow,Icicle Spear,Earthquake,5,9,3,50000
Diggersby,92.9,660,normal,ground,95.7,140.3,174,2337114,47,1499,Quick Attack,Fire Punch,Scorching Sands,5,7,1,10000
Qwilfish (Hisuian),92.4,211,dark,poison,128.1,112.4,121,1741533,26,1494,Poison Sting,Aqua Tail,Shadow Ball,4,6,3,50000
Feraligatr,92.2,160,water,none,123.9,117.4,125,1817697,19.5,1500,Shadow Claw,Hydro Cannon,Ice Beam,5,7,3,10000
Overqwil,91.9,904,dark,poison,131,106.9,122,1708017,18.5,1498,Poison Sting,Aqua Tail,Shadow Ball,4,6,5,75000
Dewott,91.6,502,water,none,122.6,99.8,149,1822620,35,1496,Fury Cutter,Aqua Tail,X-Scissor,9,10,3,10000
Weezing (Galarian) (Shadow),91.4,110,poison,fairy,117.7,139.5,116,1904809,24.5,1499,Fairy Wind,Sludge,Brutal Swing,5,4,3,50000
Furret,91.1,162,normal,none,115.3,105.4,160,1945534,34.5,1498,Sucker Punch,Swift,Trailblaze,5,7,1,10000
Gourgeist (Large),91.1,711,ghost,grass,115.9,137.2,122,1940488,22,1500,Incinerate,Shadow Ball,Seed Bomb,3,2,5,75000
Kingdra (Shadow),90.6,230,water,dragon,121.8,127.9,118,1839109,21,1497,Dragon Breath,Swift,Outrage,9,15,3,50000
